address,collateral_usd,supply_usd,borrow_usd
GAQ6ZPDPR6MXU4A2VUPSVIS2DM6N2PUPN36JOT5KWUKYG6YJLMANULQ5,$0.22,$0.00,$0.00
GCURUSYRLFXAXFT24B7QIBRIKFVXUQVX22DGKYR5G7JPTTDGFOYHASZD,$0.22,$0.00,$0.00
GCRYKUROSFKBEANSFS46JD4SDXQV24LU4ZUZJEO3O7NLH4UFRCF5N5WU,$0.22,$0.00,$0.00
GAPD6HM6ZXHHOKWEB73GDKYY7ATQW4L3TA3BV3HV7NG6ZB4YG43HHIZF,$0.22,$0.00,$0.00
GAHD2P4CIBHHTLURHDPFQIMKNHJTP2AUVYLL5E4BNF5HGIQNXCNPHQ6K,$0.22,$0.00,$0.00
GAH6A7R3FNSEL4SDQA6YAWANK4PSOG477R2M53GO533TXVCK6QN7NUGO,$0.22,$0.00,$0.00
GCTEHFRBG2XW3Z4GNNUQ2SEYWVRSWRTADV6JP3EAAWXITPIUWIIZHANM,$0.22,$0.00,$0.00
GBVOPTN243JZMDM6AFEOUOMG32SM4WL3LQWJIQXKVALWVRMQM77MNDGA,$0.22,$0.00,$0.00
GDUF6F5UMTMNLMEH63AF2OVMEBQ6QUVUOLKFLRQ3P2BJD2BM2WHTI4E6,$0.22,$0.00,$0.00
GCARUOQHN7RYRF42EOKEL5SI5QAGYYF7EHYBWZA3UJAUGR7HB7Q22L4Q,$0.22,$0.00,$0.00
GDTIE7ETMBVZZMZBDWHNDQM6LVXLDQK7QYYYHEZYJ6M3S736APJBKALJ,$0.22,$0.00,$0.00
GA3ORAU2YVHG5VJ5MC4LFHHUFZDEXRGLMZGHDH5AHWJWFHKROZ6FXW7Y,$0.22,$0.00,$0.00
GBIQQYG4RIOLIPQL4S3LERST2MEL2SFI5S4YAGYYGSKNRVIQY7DOVUBE,$0.22,$0.00,$0.00
GCV7Q3EMFG2AHASB4RZCS5F57ECFA265EKF7MZS7M373FYHGAP4Q7TLR,$0.22,$0.00,$0.00
GAB6KL3ZI5MM3XHQZE2JR3IZFMRNWZCJ4ALRCL272TACSM2U3NYXXMSY,$0.22,$0.00,$0.00
GBOL35QOEOPOYMN7E4OVQVJ5TMH3OOMAM6E7Q7UN55ZQ76WQ7HMI5UVD,$0.22,$0.00,$0.00
GCHZXAUGDDLXSYEE2IFHHT3I3NFO2542VGDCWLUUXDCVN7XDMVVIF6W2,$0.22,$0.00,$0.00
GCUO24GAC72O3WU435ZHD7SQPAQOMXV7MKJB4NTS5WCK5HNIHQFY7RQ7,$0.22,$0.00,$0.00
GADSZXPIWIQXDFJ3OC3SNLOWSFWPUWEJ3KBPPF2MCKCJQ4ICJSBE76AT,$0.22,$0.00,$0.00
GDDMXWTYU6OMDOPAIYACYZXEJVMTB56YRYDU7PI6FFDWWQARQEWQ2WHQ,$0.22,$0.00,$0.00
GD2EWGZKLXAMS7DBOBGB3YHW474LVZ3RWT5LAY5SKQ4VRM7LTVP5BIHL,$0.22,$0.00,$0.00
GBQ3BYNJ7OJZKOMCMDLPUQPOJUQHNZ7FPLWRTA2TXWRAZEZMJWMDZRWB,$0.22,$0.00,$0.00
GAB3JV5UVY6Q6AL5ZHHKCCBHQURD5T27UHWSDY4U2DLAMXJWKY26KR3C,$0.22,$0.00,$0.00
GD3OZ2BCYEQJPY2FYTRWADRPYHDBOX4WY3RHODKMLHENCZXOIHNA2IP2,$0.22,$0.00,$0.00
GCJEUWJZHSV4SP6E34GKVC4DFKGTYVTTTUTNUFED5YXJIWYOF7TEES67,$0.21,$0.00,$0.00
GCCGST4HBRG6NT73EZJP5D3QG5DZB5EKGBDXAYY3JRH6H5EBDVZVSYR7,$0.21,$0.00,$0.00
GA4RE5LDDJ76NJEATAUAPWPARXV6BOL5IU4WQKEKDSPZLLZOSC7464VE,$0.21,$0.00,$0.00
GA4J4JTTJQYJZVATAQVUPJ63ZM3JTKG2LEMXCJBPJ5DQDG3ROFPFN5W2,$0.21,$0.00,$0.00
GDOMXYFTKIW3TPZ5BS3JTUJYV3M4PPAXB3LIL2N6HTB33MOKJUCR5XD7,$0.21,$0.00,$0.00
GBXBEG3Y2PNNYYR2UY3RLZKGY44RIFKEBXT3TRIDNB6TDQBHZDC2BDU4,$0.21,$0.00,$0.00
GCGGRTBXZBMYERBBU677R23PR7I6HKR72ZXBC5BUMLGCZFDGKAFIKWSH,$0.21,$0.00,$0.00
GDM5H4CXSZ3JID7FM3TJIRLGNCLFC25MCBKFTR7RQRP3JY5VPZMJR3FN,$0.21,$0.00,$0.00
GD4TBLFWKYAKAQBUB3G7QXWLZ6P5J2NXQAXG5XRPJAH5ITMAGOH4RALZ,$0.21,$0.00,$0.00
GDXSGQ72I4HGQJW2O4JOLMDPLVQSMJGVVOUKONP7Q722FSG5KL374LQ2,$0.21,$0.00,$0.00
GBON5D4PUWUAQLJ3IIJPTJIZDMAC52VNUK7COZHVGNEIZU3FKDD2N4EY,$0.21,$0.00,$0.00
GDJBPK6OL5NCPWFSCXPB6DXOL5DJHX2HFF2PIYALKNN5A2EFMSLQY2BJ,$0.21,$0.00,$0.00
GDKR6J3XGXPGSV3P5ZEHKGPNGODP5SS2DB7NTREI5TL2KTCT3UZD2DIA,$0.21,$0.00,$0.00
GBBMKYX6QV3VESQFHKGCWQ5YSXXG4TTYZEWSDDU7AD6RDQODYJVCSJUG,$0.21,$0.00,$0.00
GAJHISJMLGOZP7SB4DEITJ7CXV3YDFY3TYS22V3Q2HNLET3NF2AHDK5D,$0.21,$0.00,$0.00
GDIP6LP27ZBKNNNGPGPF5PVC2KXMRSCHPNEFRORLQA6ANRIW4OZ736PP,$0.21,$0.00,$0.00
GBIKFKPBAJHRTQUXI2LFMYEMGHIAHHVB75LIJFFUAM36TLXUNPLEWHY6,$0.21,$0.00,$0.00
GBZU3OA6T2226WOPROKDDF5RC6QIDKREDKHE5P7TLYJ6UBKNP5P2VHTL,$0.21,$0.00,$0.00
GBZEL2FML3PMYJPYH5ZAS3VYELGCGJBNO43UDIE7QRJOU644EXPQHGBW,$0.21,$0.00,$0.00
GAAQWLON27ND4NODERP7VKJKMP5Y5EYSJ6AWVFD6RFHCH2HXYEBZRXEG,$0.21,$0.00,$0.00
GDEVEIX3QZMRU6IZD6XRG2U62QB6WBLMECYMLPFINUW4W243THUS46OI,$0.21,$0.00,$0.00
GB75HD6VK3M6RVMAPQT52HMG2FH54XSGKZ6IMI3PSLZRZVCT4765UVCH,$0.21,$0.00,$0.00
GB76OJPGYY534XTFJYWQS3ZHVWGNZOJCLHJVAGFCH5JTWWDFMFYB5K36,$0.21,$0.00,$0.00
GCOSWUZKIIU5K3J6GWWZWURVTPUCXA4L4KYEQ44KQD4GS4OB3IDWSIXX,$0.21,$0.00,$0.00
GBRIHUYONMOGVVHRNH5YYBKOQYTTEBUOCD5272PW6PCNSWHGWNUITDXP,$0.21,$0.00,$0.00
GBRGVBSQRL5IBVUPJGM5MC5PSPHMD65BPDA5E5MFYOSWFEWJIE6XUAAK,$0.21,$0.00,$0.00
GDT2JQI7TUX5H7KYP3KRFVP7WNSGX35V7IAQMSWMVYWRLHQECKWXRMLK,$0.21,$0.00,$0.00
GC27KCLHW6V37X4ZJ2TSXINZKUHWLQRYCTU2WB6BTFVDSDKQB4LZKUUQ,$0.21,$0.00,$0.00
GD7E4INCWQBYQHUJ2R5AJEUZJCBBZJV5SA3BGNURGEALORX6DQ4HA7YX,$0.21,$0.00,$0.00
GBQZRCI5ZDIXWVNF5QKYILTAKKTINIJM3GE7QCQKUMMFTULYU5MNA3S6,$0.21,$0.00,$0.00
GAUTCTUXGJJJ43EOHOBOOOCQL46EOJVX7Z6SNVGC6NPBS7P6MK3QS5U3,$0.21,$0.00,$0.00
GD4YTKFJW2JVS6DPSZVQ3MRYWSSDYEXBVO3OZSS5D7J2R4EHHTMM6V6W,$0.21,$0.00,$0.00
GDKBK5U52XIK2FTFGUHGTNZJAS7LCZFGWJCNVMB5K3ANWA6MUDPJHYYE,$0.21,$0.00,$0.00
GBKZD4YXKVJL3Q7UZQ5J4KC5WPA5V5AJQ7WYET5FGIO5K436RVKKMGQ4,$0.21,$0.00,$0.00
GBXQB44GI6GSFOCIPZ4L7XIQ7J7ET3Q5HFCX2246AKAOQ2RLE2CTL5VO,$0.21,$0.00,$0.00
GDP6UNRN5QRGNV2O6YMNFYAS3XDLR7TIJF6M2VDLDWHR6FSNNDUNSU4V,$0.21,$0.00,$0.00
GAK7XVKNAFH7MVJMCICYF6Q5MZRFYBCR3LLVNQY5LEVW6CJNOMWCXYQX,$0.21,$0.00,$0.00
GD2TBCTVQ24JB6NCTLOMJ2EQAFF6ERUMUF2LGJUL4HUFA7T5GBH5XZG2,$0.21,$0.00,$0.00
GB5AV57XYXMU5ZMN3J4QWIW34XHZWFRYSAQU7E5H6PA42QWFQRFKX26K,$0.21,$0.00,$0.00
GDQIAKDC6J2G7Q4BEC4VXKLUDD6PJXVKWBT22QEJMAPGOHSTRHL5JUIO,$0.21,$0.00,$0.00
GADOEQKIV7QRJJR6XKT5WISUEUFCYV2PBA2ALSIWEGTNXBZQS7AFLAMC,$0.21,$0.00,$0.00
GCBN7JHY2A32WQUKAB2PQ4LGIL2DLQDWNPE5XNL3SIJSO6AMT3DSJIBB,$0.21,$0.00,$0.00
GAAWW46Q4SOKSH2AM5OW6BQCIZV3YGG3YFSMEI2IBR5HATPDXN6P2TMG,$0.20,$0.00,$0.00
GBY2BJLNWHEAKMOCTLRCURIUHI5RCZEVP5AUOTRTPZ2LACJ56DRYKRLK,$0.20,$0.00,$0.00
GC4SQZ2VJCNEJ32BVBSTBG552AW3XUNHJ3YJA2XM6XMJO7C4BF7NT3WQ,$0.20,$0.00,$0.00
GD3C6EEPP347SEJLZHYREI5GWMP4DSIWBLUG37NDBTWXYVUYB3UACG2X,$0.20,$0.00,$0.00
GDT7QTU3PHTNF7WG7ITNJ2TTQN2BS6GWLNYOEOIMNBN5M66P3T2NWKYM,$0.20,$0.00,$0.00
GAKVVLG3KWNWFRXQX6LRGQZMYDDHKEOY52DSSFYMLLJOGZRBI4G4JPDX,$0.20,$0.00,$0.00
GC6KO3PXNJPGT2ODNBKFAPBNSEBHNS5HCLMAEBEWSCRS7VDIRXGQFGWN,$0.20,$0.00,$0.00
GA4K34FULUQNCQRCCH33PFEM6WBJJHEBHTG7RGTXHS4G4Q6RSHBQKTTV,$0.20,$0.00,$0.00
GAWIBLIEXKYATJFTBWTLCKGKWDOJHLRV7URHWDBZXCHLJ3V2RAUW567F,$0.20,$0.00,$0.00
GBW3QCB363GROYXHUROWASEAVNKQR6IIIFQ3WGTEZRLDLHHXTT4QWHYO,$0.20,$0.00,$0.00
GAVYWJTAYIYXEZF4UVFI6UKZ4J6RUHC3NIQOQN467CDHBOTVZCUL77P6,$0.20,$0.00,$0.00
GD3E2RMU5CX2HHDMU7VFLLKLUIDQQJER7C3VUFDNMYUDBACEWUFJXFL5,$0.20,$0.00,$0.00
GDHQKPKUMWAGL2RTZ4WXO5YQG6GHPSSEHPSDNLUOHMNWABUSM3AIFWDC,$0.20,$0.00,$0.00
GD2DLXEKPZHBXVGMDRWVBE2DYJOVJI4B3AHRAHU2H5DIIN3WMRSXP7RS,$0.20,$0.00,$0.00
GBUBABGDBLUYXLIP4WBUCIUZHLY27TXERWOKPKWGFMZPUHKHGZNVAPYA,$0.20,$0.00,$0.00
GD3Y5QRYD2OGPVHROOF6XC4JLPFKDOIFI5PCGJTM34SIRJP4VLMBGOS6,$0.20,$0.00,$0.00
GADBURRVBGSIXMJGSESB4AFVDCODVBTEJVSTB4D4QMG544K25E7JMYLX,$0.20,$0.00,$0.00
GDQXXHIESUWVKZQYVFOXLWMIJ7KH6YTDDH62KL3OS67GFLNTB6LNUEEQ,$0.20,$0.00,$0.00
GBBSI6XQM2FGIGTNXRJZ2FZGVHAWDOFKKI5UBC2HHMXR7ZEQ3GDIMPTB,$0.20,$0.00,$0.00
GAUVWST6CF7PAON6YCYNHJQOVCNY6B6QV5CMPJM6OHNMYAKRD7CM6AOZ,$0.20,$0.00,$0.00
GBDUQNLMLHJC2VMSY7WG2LVICATIUA5BSMTDG6ATYZBMQLWZAVXEZTOX,$0.20,$0.00,$0.00
GCNLQPIFUR5Q5C2VSZ2LR45PDXLSNLOLOXFINPVTDTBYKRRDMJV2AYCJ,$0.20,$0.00,$0.00
GBIG6FXFE3OI6TAKF6IJOBRTFHYWSI6JOUTE4VYBMR3IWNGGHG3NQXRO,$0.20,$0.00,$0.00
GCIG2WK7AHHR7MLNEVZ5GREMDKE45CELQSCHYX2I25XOQIDMSB4JHX6B,$0.20,$0.00,$0.00
GDGCJ3SLMZYDMY4JLNTWTWWURPIP3ANNZCIOAY7WEVUPWH46LTT3ULWS,$0.20,$0.00,$0.00
GDG5T6N5CU33WGKO5T4FLEB5HWX3UDMXDB7H45BKI5VBQLAG7XR4BFGE,$0.20,$0.00,$0.00
GDUEHOG6LQAZ6LM3TD6LIRVBI6C6XBWRPMAULGUIB6WR5VNACDZFPV3O,$0.20,$0.00,$0.00
GC2LAWVMRVWIBNM5GSII2OMXU3GHD4OTXSMCKSKKDY6QHSFJBPHQZVOO,$0.20,$0.00,$0.00
GDJBVQ722D7SMOIUUIG4LRWIONKFNLO6OWAWEIJ35JYW4IX2XRCFLJJA,$0.20,$0.00,$0.00
GDH4FPBNPBBED2BNLSXWQ5ZCIFTIBZEKTB7WDKAEX4V6XZUYBLFETJQG,$0.20,$0.00,$0.00
GA7F65332MPWAE2EPNLJPXOQPYEEEWPJL6443ZCPWPIAXGAMWYH66OKS,$0.20,$0.00,$0.00
GCSYABZ6WYAWRFDVN5IQIBIOAA3ETPG5MJFUP7X36JL5XKWS2W77OQ53,$0.20,$0.00,$0.00
GBOOZIUZ44NUIAUXJXCS4GFJXGN3SDMD4CB7TCDCB46DVH3RVRAZU5BZ,$0.20,$0.00,$0.00
GALF3N24EM7DMGBUAWXWKLT3AYWQ32DP6OJ4AQIQEMF2RCGLDXZTVZYO,$0.20,$0.00,$0.00
GDUQYUMSVBEZYAUXCOWJINZYNJGIW5BVLZWE3YEE3GPLC2FT3DZW5PUS,$0.20,$0.00,$0.00
GAHQWEFPVPXRA54A42ZTHW4LTSOVEXGYMTIJGUDLUW6VVLGOZINUPJ4J,$0.20,$0.00,$0.00
GCVJCL3JOQKYJG57I5BOP7FQUICEU4466K3T6A7BPGM53SNTK4UJL4A7,$0.20,$0.00,$0.00
GDLMGTDRSQFDZKDGZZ32U5ZIWVEP7DZHR3CHVMOBJJJG2UMYUE3Z3C4C,$0.20,$0.00,$0.00
GBQ2C3KAWYZEZOI7Q53QXA6JHAMK3D2TOKY5MBOIDJ2FFURLHX4NBVJL,$0.20,$0.00,$0.00
GDDZRW43IFSLWY7WNJ7AEAPP2R3PT64FLSX2M6PKORA2RXZYFFBNE5VO,$0.20,$0.00,$0.00
GB464GWOL6UOYKTDVTTHR5SXFZBINXGE4N5GSXMDSLXWEQSM3DWJPRM3,$0.20,$0.00,$0.00
GBIY2YS7BG5QRARMPT4V2JO3WLYWLGSOT72R4TAP4732D4ZISRVF2C4B,$0.19,$0.00,$0.00
GAHWGSDNWUOZUEPH2ATBONIBNBOVRSAGR46FPDAUOH6SMG3XBWRKSALH,$0.19,$0.00,$0.00
GC6ZWHOKWHAYSVVVI2ON6UBU6R2IMFF3WO5FCFD7TAECZJILVVPCYI4Y,$0.19,$0.00,$0.00
GDFN2BMMRE473N27QTEAMQNA3D3INA4YPBRKK4ZNMFKFFGH4TJ4SCHAW,$0.19,$0.00,$0.00
GB7BONYMYVG2RLJMZO5IFYJ6PDN4XZE5MSJ7J7AE4YLGEKMF2QQKUSV7,$0.19,$0.00,$0.00
GDBMJ35NHATKR4IROI2LIJMFCDIKKDHIBTIRA3MAWP2ECM7I4CZSMFRB,$0.19,$0.00,$0.00
GCFP2GCM4M6GBFKJEVSE25VC6VB5S2TSXFCR6SMSIIKSPJNAFBPSCA6C,$0.19,$0.00,$0.00
GA46O7V2NHBV5WKWJXJPFDPZAHB4U7I4HORLHPMZGT7A54NWOJBSLFV5,$0.19,$0.00,$0.00
GA3JFSYVZP5IOXXHC6MRK5KQD47IOY6ZUKD3NJJLKBCAABCLZR3L6ZDK,$0.19,$0.00,$0.00
GB3CP3U7CBTDN6LQ5C4DZZ37I22F4H3BP5CVAPUWPR26HISYGDD5DCDL,$0.19,$0.00,$0.00
GDKAPERXUNZY2DV7FAT5X6HDZJXR2KQARSU2SQG4NTZKPUYJTHC4JOFP,$0.19,$0.00,$0.00
GBPKGMZVH3CDWSO272YYFQD3COHFZYZ7BFA7746LSANO2RZPEJP73TVF,$0.19,$0.00,$0.00
GCY6NV7SSVQT2JDAINLGAZL2F7V2NDWVDAEX4S3YEM6QY3P6BBR7KKC3,$0.19,$0.00,$0.00
GADYQ7D6BI43S3BDQP6XCR7BXU4PXXBQXNTFKB7NXTF4UDGFGFCO7RO6,$0.19,$0.00,$0.00
GBW5GLDAX6JC6UXFU2YPMQZBAYNL2VAYE6TNOFXLBELTHVW7F2ULET4P,$0.19,$0.00,$0.00
GATII3D4ZIXA4H3CFZGAIL33U3TA4DRF4U7XK73VVPCXPWMBDZBGA2SL,$0.19,$0.00,$0.00
GBGZMOINSQS4O5VMJD67F2Y2XXWZCRR5MN47NR734MW2KWSUCB2LGKGA,$0.19,$0.00,$0.00
GALP6P2JYFE5WCKS4C47BQQWK776XJO5FS2BEG4WZUW7PL2MQYXXXHQL,$0.19,$0.00,$0.00
GC5ZEQYBZ6D6R755QMM6ESNOG734USAXZS5WGVPKYDRKWB5VAISEUUBX,$0.19,$0.00,$0.00
GB22VLSC5DZGGNVNHHIDJYIJJ2PLFZFS2VRXZH7MOQ5BUUVEC2IHDBGJ,$0.19,$0.00,$0.00
GDW7ROU4LBCRXBX2ORPDRZJ5AP4467GET2I2DFBJDX33JWRSEYTZZUDO,$0.19,$0.00,$0.00
GBMHLP7ZR7IIXKESXVTQFDBFENW55M4PHFEYR7NZJDI4B6G4YGKIM5ST,$0.19,$0.00,$0.00
GCXTKYL4X345SEMULIHZ2J6XEFLXZ7LEENRRL722UXACURBNSNDOS53F,$0.19,$0.00,$0.00
GBQNHF474TEYEC2W67YZC2WPFCEZXH2V2MVQCT2E6KMDARUP4VXWXAOZ,$0.19,$0.00,$0.00
GAUKGMFHOKGLFH66LZTXRSRCH4T46W3ZU7GRXUK6ZSMB2F3ZGZY6NFDN,$0.18,$0.00,$0.00
GC2M6MQKEA7YIIEQISQHFBZ2WYSI4XWZDKASCQY342IRLBNQYEWNON56,$0.18,$0.00,$0.00
GBYWYHKCWIH26H5KKIOMYPWJWA3ZQYKENLWO2TTQT3WECLECXA6HDMFR,$0.18,$0.00,$0.00
GDDSVV2UGSIQ7TGEYWFRWVQKUTKTBVWDRFJZIVTO4YEPYP7DTN73II7I,$0.18,$0.00,$0.00
GCX6GV7JQEGA2WGH6AGS7VM4U6N2MPWKRUP77CUV3RCS2JD5A46C34QM,$0.18,$0.00,$0.00
GAF6VQHD635U6HYH3OGRRNUGAYDVDBXSMHYDBCKBTV4VPRW5AMENSUFD,$0.18,$0.00,$0.00
GDAPA5YOJTCTWJGOKIMPZ5IKGVISCR3CHPTABHJ6GIUOQLOVIOMCWKAN,$0.18,$0.00,$0.00
GB27SPVOWRUOB5TO6V6PSXDWSZIFPY4BZTG3BWMSXQMXQQQG3ADYFJ4V,$0.18,$0.00,$0.00
GBT7OXMZQCD7TDRQ7ARFY2DCW4YQWH47NWYMGROHCKOOLDFDO6T5RLTM,$0.18,$0.00,$0.00
GBK7WEIT2IXUA5KTSIVWSTXUNIXXWR7YV3WCOKPTZPO3LST5NZUGVABK,$0.18,$0.00,$0.00
GDJLCVDKTJSJ3N6K6OJV564KMJ2BGGAFKVFH22U6MFZQMTBNNS2FJXO6,$0.18,$0.00,$0.00
GBYJPDOKKKTUWSSSPJBPHDU7YMNV44FPM3RNCIX4ZL7KVGEYYVNDJRX5,$0.18,$0.00,$0.00
GA6HOBS6PZNNULUMOGPBB6JSDFRM2IWONQZYAABEDG7SEIOZMRDMY6ZT,$0.18,$0.00,$0.00
GDD372WJ76C5HKQIF7MMYC2FKAKBTWHHSM7Z2NQ3A4G2RWNKTPUCR3YC,$0.18,$0.00,$0.00
GB5LBSLCLLP63JXLULACFRMCYJZT4B2FMSSXVODMDQS7P5PYSEPVWXF7,$0.18,$0.00,$0.00
GDFSVHQCGZJRO75ZXCWZ6QG3BIXFBTLAXE3TRY2UAJXHFND72M6MGUAF,$0.18,$0.00,$0.00
GDQ77C7YE2MPVFDH2MWAXQ7ENFF7NXLKYSOTBNFZXCHHOFGSMIMOGWXP,$0.18,$0.00,$0.00
GDPVIOCI5W5X4TXVTGPCMRAYPABK4HI7ODFLXHC6SCKXV73BZIIHT4LN,$0.18,$0.00,$0.00
GA6HPKJEVVAR5DXK4RSZ2SB5X6BMP5USZUGZ2ZA4M65M7S4KRRBMUO3F,$0.18,$0.00,$0.00
GBUZJ4J7EAXY4G3KNDOTDLE7RM22R6EXQITQTJLKOWP7ROELJ6KORPSX,$0.18,$0.00,$0.00
GAJOE4VHMJX4FSUNHJXC6ZBTZQUEKRYNIFLYVPQXXAWQWWREZ4WCQJDM,$0.18,$0.00,$0.00
GBIMAJL5WTSUYC5U6V246Q6NMA3YZAZECKFIVPWB2ULFM3SJM5K6BXZB,$0.18,$0.00,$0.00
GADXAFYU753QN4LG5YG2T5AYK3IXJYRFT6AGX4FQORBMI4JBHMEGLMIK,$0.18,$0.00,$0.00
GC5WZLS46XAJW6WC2XY7OBSKIUEGEO3P6ZZI64HGSX3FDXXIQ37EEXV7,$0.18,$0.00,$0.00
GAYC4T7OCML67QRB7XKXXHTG5LKLC445ZDTTRXVZ4UUP7YWBJUDF2CLX,$0.18,$0.00,$0.00
GA6DKSX2GUS4EZTVV4NYMTY32U72UFD6GKGVKHW7C2EUDB72HTWG4OAD,$0.18,$0.00,$0.00
GC2ZRRKXI5JU7USHIHX3U5X3YOE7YV6JQD36CKAJ3PD2URXYOJU7FNC4,$0.18,$0.00,$0.00
GCVWDE4LBS6ODLXVVOW5GHFUVEJNL6Y5N6DY2AFBNEMCNPNTBSYFQWVZ,$0.18,$0.00,$0.00
GBPISDZC7BKT36YH5CHRXWIDAJZAYLILNTEOWUDKT6PJ5CN5BPWXTXB3,$0.18,$0.00,$0.00
GA7FGJSLPL2S4SAJQA3BQYELUXJ53XLHKAOHIFUCESVTGLNTXGNHFH6I,$0.18,$0.00,$0.00
GA5QSIWYFTTDXEYAJNBRDP4KTF3T7V5BARX2AEKS6D75K4PODR4CIOVF,$0.18,$0.00,$0.00
GBGVZ2FHVUE46X35CHGBU2RQZQAWTFBRSXXNIGKVBT73CMR5NQZ2R4G5,$0.18,$0.00,$0.00
GCBGLTHKWM2F7GTAX3MH2XXE4KDTRBWFGED25GVUQR3VXBBUB25SLPRR,$0.18,$0.00,$0.00
GCWYVL76NXDKEZGIB3OMTLRCMFVSHF2S5NWIO5UCX3R2C647J264CEB2,$0.18,$0.00,$0.00
GDH5C4PITDGHJ56LQI2BEA34MDW7UDTV2AHQV5VDSD2PJHYJSXMIJACP,$0.17,$0.00,$0.00
GAOZDXLN7OBY7DCOJ3ORM7G7Z23TZ4M63SIHBBEZMH34VH4ZIISDMEJ7,$0.17,$0.00,$0.00
GCKDSJTGFKPUZS6N32RNCMQJY5LPV5BWLASHSI7UPEH6XYTEBR462AQ6,$0.17,$0.00,$0.00
GATCRVYG22ZHKY6ZO6ZKRZHCIALLFRMQVUF2FXUWSSJWF7MHICT6VMFN,$0.17,$0.00,$0.00
GB5GBHNBRFKTVAOX7Q2HRTXSLGWMH2Y6NEER4WVCXXG43FKH6CZZIYA5,$0.17,$0.00,$0.00
GAXHH3AV6VZ44JPEB4K7MNFDVNHZSD4AU4KLPTWFIJV7HYAFGDD6KRZR,$0.17,$0.00,$0.00
GCS3D64AVCKM4HCY6YORFPKVTWSZLN5NQSSZTLOKMDXBTGFW2SV3VRN7,$0.17,$0.00,$0.00
GCGJXGM5RHL5PG5LJ5APNQUGIOTV3EBCUPJFJV6OMEM6J447SJ42AH5P,$0.17,$0.00,$0.00
GAGHHHYHPR666VWZAI6DUO2UWDZG6DOFSOV7F4WDOR6UVTL7MPYYAXEA,$0.17,$0.00,$0.00
GBGEENZ6PQRNNQDS5HBWHBA5HON5MEFIY246ADHV5Y7QUX4HA7WTADVT,$0.17,$0.00,$0.00
GANIGYLV3MLVL73TR2IKTQB6IHGVXB5X3VALDEW4UEDQAEMCTHFZJMQB,$0.17,$0.00,$0.00
GBYU777WUAY2WTOTSGP4MTX2DMUX3GJCJQIFCBGXLCFH6X2G5GUHRJFO,$0.17,$0.00,$0.00
GCMOWF7KMEVYKJI3XQLDAFCEXZSSYJXRUAMJASTPHR4PLCZ3QZWC7ME3,$0.17,$0.00,$0.00
GBH2HTZUPWYNUWDY7PZHXXFYH35PA24XU653MFZ6WGC36IONOFYK7JTG,$0.17,$0.00,$0.00
GAIWLPXJX5HVWM65A43DKYMUHZ4JA7FTHDIHI3EYXATCSSAIAQFHUM36,$0.17,$0.00,$0.00
GCHBSLB2MTRXV3JBGFI3Z6EZHG756NRG4KYWN5CMJAHMKYHXSCTI4WEJ,$0.17,$0.00,$0.00
GAHD4S6T6WN5RVEOW647SCJASYUBGHA4WSIXZNYY7M2E7TDAG7KKG4AJ,$0.17,$0.00,$0.00
GBIFHVUBJO5WGSOSYDKSI7SYPQTC4P64VTUT2CGGUD2SZXOGHLC2R2LH,$0.17,$0.00,$0.00
GD4N6X7XFGFJMQGWRAJ5XGEGQN7UAQTUKHVJR2BF4D2PTD2UYSQK5LYL,$0.17,$0.00,$0.00
GDKFAOC5NL64FTPTRC7FEQY4C2VIX73FP7ZSBXKNLSJFT6KU4ULR7L54,$0.17,$0.00,$0.00
GBU4SD2H7ZXY3RBWRSWZYKFWFNFSMON3OUCCW5GKXFZYHJIFXR3VEDMN,$0.17,$0.00,$0.00
GD5TL22HD2UDOSY3C3EBHRURBYKFVKNADPBTBULBQZAZVI3VPM3V5BKN,$0.17,$0.00,$0.00
GANC6GJNSUECFH6HTXR4HS6Y3WK53B37P2OTOUZ72LB3OF5MQIN7ZAFS,$0.17,$0.00,$0.00
GALO67YJG6SXD4YUZ4XJSYDDO7OPFCLBLA3RZ4OPWWKBWC7JUFL6DTAM,$0.17,$0.00,$0.00
GDPBSULY37QG4555WS55U37HBAV3IHEVDF2C4QHSQFEX4MCWE3WAH4RG,$0.17,$0.00,$0.00
GB67Z3Q375Q6VCK5RYAOI2UXGF5U7VLIQPXBSFROVBA6PX2RRXMAZPVB,$0.17,$0.00,$0.00
GDVFQUVS23XSFTSASA53ICJFKXM4K72LGMNPVI66IVLIVRVT6R4EQ2PT,$0.17,$0.00,$0.00
GBZ2LFRIY6K2FYAZD2S7EXFUA623DHPKEZLGH4XJJHZ6YMDWV5KPCZRZ,$0.17,$0.00,$0.00
GC5RO4YAB2ECM5M62YEMBDQGNQVCOACAELCPDYTPXNWZQW3GLATIVJM5,$0.17,$0.00,$0.00
GCIUPSCEZXDFZKFFAX63KAYP7PCUQFTSHEA6XCAEA2LBPGFRAWSKEZR6,$0.17,$0.00,$0.00
GAUTOEGB4ZO4FK2HSZSYM7I6JUVZ5GBRBMS64HNP4O4C6D4H6ORIP4JB,$0.17,$0.00,$0.00
GAORCFRTXUTUIOP4VGQZVWH5UJOQCVXEUSKWI4H72OPLXPFNQGVOEXMW,$0.17,$0.00,$0.00
GBFBA6A7E67II4HIHF7KCL7ZI33K56SCIWQKRRYFJ33VMRGJ4FQVC7VP,$0.17,$0.00,$0.00
